type,tanb,mHc,mA,stable,unitary,perturb,gam_t_Hcb,gam_t_tot,gam_Hc_WA,gam_Hc_taunu,gam_Hc_cs,gam_Hc_tb,gam_Hc_tot,gam_A_bb,gam_A_tautau,gam_A_mumu,gam_A_cc,gam_A_gg,gam_A_tot
4,3,80,10,1,0,0,1.21515293e-01,1.45979245e+00,5.10221039e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,2.01523967e-03,1.41709519e-05,1.74315167e-04,6.59272239e-07,2.03405603e-06,2.57835289e-07,1.91454680e-04
4,3,80,11,1,0,0,1.21515293e-01,1.45979245e+00,4.89497192e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.99451582e-03,2.43375091e-05,1.94136811e-04,7.25227576e-07,2.17652294e-06,2.44632496e-07,2.21639008e-04
4,3,80,12,1,0,0,1.21515293e-01,1.45979245e+00,4.68679157e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.97369778e-03,3.12341138e-05,2.13747468e-04,7.91180681e-07,2.31467951e-06,2.74878749e-07,2.48381557e-04
4,3,80,13,1,0,0,1.21515293e-01,1.45979245e+00,4.47883700e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.95290233e-03,3.68109521e-05,2.33200371e-04,8.57132070e-07,2.44931658e-06,3.26655562e-07,2.73664593e-04
4,3,80,14,1,0,0,1.21515293e-01,1.45979245e+00,4.27210877e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.93222950e-03,4.16390467e-05,2.52531980e-04,9.23082110e-07,2.58100052e-06,3.93596038e-07,2.98089793e-04
4,3,80,15,1,0,0,1.21515293e-01,1.45979245e+00,4.06746640e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.91176527e-03,4.59785433e-05,2.71768180e-04,9.89031070e-07,2.71015276e-06,4.72948012e-07,3.21940854e-04
4,3,80,16,1,0,0,1.21515293e-01,1.45979245e+00,3.86564889e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.89158352e-03,4.99725552e-05,2.90927896e-04,1.05497915e-06,2.83709688e-06,5.63323560e-07,3.45378753e-04
4,3,80,17,1,0,0,1.21515293e-01,1.45979245e+00,3.66729117e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.87174774e-03,5.37089023e-05,3.10025310e-04,1.12092652e-06,2.96208793e-06,6.63972234e-07,3.68504996e-04
4,3,80,18,1,0,0,1.21515293e-01,1.45979245e+00,3.47293753e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.85231238e-03,5.72455248e-05,3.29071267e-04,1.18687328e-06,3.08533140e-06,7.74481877e-07,3.91388165e-04
4,3,80,19,1,0,0,1.21515293e-01,1.45979245e+00,3.28305261e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.83332389e-03,6.06226967e-05,3.48074216e-04,1.25281953e-06,3.20699599e-06,8.94636079e-07,4.14076934e-04
4,3,80,20,1,0,0,1.21515293e-01,1.45979245e+00,3.09803068e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.81482169e-03,6.38695448e-05,3.67040837e-04,1.31876535e-06,3.32722237e-06,1.02433914e-06,4.36607156e-04
4,3,80,21,1,0,0,1.21515293e-01,1.45979245e+00,2.91820335e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.79683896e-03,6.70078057e-05,3.85976484e-04,1.38471081e-06,3.44612955e-06,1.16357358e-06,4.59006027e-04
4,3,80,22,1,0,0,1.21515293e-01,1.45979245e+00,2.74384629e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.77940326e-03,7.00541214e-05,4.04885504e-04,1.45065594e-06,3.56381936e-06,1.31237464e-06,4.81294672e-04
4,3,80,23,1,0,0,1.21515293e-01,1.45979245e+00,2.57518488e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.76253711e-03,7.30215083e-05,4.23771461e-04,1.51660080e-06,3.68037986e-06,1.47081428e-06,5.03489834e-04
4,3,80,24,1,0,0,1.21515293e-01,1.45979245e+00,2.41239919e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.74625855e-03,7.59203337e-05,4.42637307e-04,1.58254542e-06,3.79588795e-06,1.63899081e-06,5.25605008e-04
4,3,80,25,1,0,0,1.21515293e-01,1.45979245e+00,2.25562833e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.73058146e-03,7.87589851e-05,4.61485509e-04,1.64848982e-06,3.91041129e-06,1.81702187e-06,5.47651234e-04
4,3,80,26,1,0,0,1.21515293e-01,1.45979245e+00,2.10497430e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.71551606e-03,8.15443422e-05,4.80318143e-04,1.71443404e-06,4.02400986e-06,2.00503958e-06,5.69637663e-04
4,3,80,27,1,0,0,1.21515293e-01,1.45979245e+00,1.96050534e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.70106916e-03,8.42821160e-05,4.99136972e-04,1.78037808e-06,4.13673717e-06,2.20318720e-06,5.91571965e-04
4,3,80,28,1,0,0,1.21515293e-01,1.45979245e+00,1.82225904e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.68724453e-03,8.69770988e-05,5.17943501e-04,1.84632198e-06,4.24864126e-06,2.41161657e-06,6.13460639e-04
4,3,80,29,1,0,0,1.21515293e-01,1.45979245e+00,1.69024503e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.67404313e-03,8.96333513e-05,5.36739022e-04,1.91226574e-06,4.35976548e-06,2.63048641e-06,6.35309241e-04
4,3,80,30,1,0,0,1.21515293e-01,1.45979245e+00,1.56444753e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.66146338e-03,9.22543439e-05,5.55524653e-04,1.97820938e-06,4.47014911e-06,2.85996091e-06,6.57122562e-04
4,3,80,31,1,0,0,1.21515293e-01,1.45979245e+00,1.44482754e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.64950138e-03,9.48430662e-05,5.74301364e-04,2.04415291e-06,4.57982794e-06,3.10020877e-06,6.78904769e-04
4,3,80,32,1,0,0,1.21515293e-01,1.45979245e+00,1.33132501e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.63815113e-03,9.74021126e-05,5.93070003e-04,2.11009635e-06,4.68883467e-06,3.35140238e-06,7.00659510e-04
4,3,80,33,1,0,0,1.21515293e-01,1.45979245e+00,1.22386067e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.62740469e-03,9.99337490e-05,6.11831312e-04,2.17603969e-06,4.79719933e-06,3.61371727e-06,7.22389998e-04
4,3,80,34,1,0,0,1.21515293e-01,1.45979245e+00,1.12233788e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.61725241e-03,1.02439967e-04,6.30585946e-04,2.24198295e-06,4.90494954e-06,3.88733162e-06,7.44099087e-04
4,3,80,35,1,0,0,1.21515293e-01,1.45979245e+00,1.02664426e-04,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.60768305e-03,1.04922525e-04,6.49334484e-04,2.30792614e-06,5.01211082e-06,4.17242591e-06,7.65789322e-04
4,3,80,36,1,0,0,1.21515293e-01,1.45979245e+00,9.36653220e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.59868395e-03,1.07382989e-04,6.68077437e-04,2.37386925e-06,5.11870683e-06,4.46918262e-06,7.87462985e-04
4,3,80,37,1,0,0,1.21515293e-01,1.45979245e+00,8.52225450e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.59024117e-03,1.09822752e-04,6.86815264e-04,2.43981231e-06,5.22475949e-06,4.77778606e-06,8.09122138e-04
4,3,80,38,1,0,0,1.21515293e-01,1.45979245e+00,7.73210270e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.58233965e-03,1.12243066e-04,7.05548373e-04,2.50575530e-06,5.33028926e-06,5.09842211e-06,8.30768645e-04
4,3,80,39,1,0,0,1.21515293e-01,1.45979245e+00,6.99446936e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.57496332e-03,1.14645058e-04,7.24277130e-04,2.57169824e-06,5.43531521e-06,5.43127813e-06,8.52404208e-04
4,3,80,40,1,0,0,1.21515293e-01,1.45979245e+00,6.30765875e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.56809521e-03,1.17029746e-04,7.43001864e-04,2.63764114e-06,5.53985517e-06,5.77654287e-06,8.74030382e-04
4,3,80,41,1,0,0,1.21515293e-01,1.45979245e+00,5.66989856e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.56171761e-03,1.19398055e-04,7.61722872e-04,2.70358398e-06,5.64392585e-06,6.13440633e-06,8.95648593e-04
4,3,80,42,1,0,0,1.21515293e-01,1.45979245e+00,5.07935113e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.55581214e-03,1.21750825e-04,7.80440421e-04,2.76952679e-06,5.74754295e-06,6.50505972e-06,9.17260160e-04
4,3,80,43,1,0,0,1.21515293e-01,1.45979245e+00,4.53412418e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.55035987e-03,1.24088824e-04,7.99154756e-04,2.83546955e-06,5.85072123e-06,6.88869540e-06,9.38866302e-04
4,3,80,44,1,0,0,1.21515293e-01,1.45979245e+00,4.03228105e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.54534144e-03,1.26412758e-04,8.17866096e-04,2.90141228e-06,5.95347460e-06,7.28550686e-06,9.60468151e-04
4,3,80,45,1,0,0,1.21515293e-01,1.45979245e+00,3.57185059e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.54073713e-03,1.28723272e-04,8.36574643e-04,2.96735497e-06,6.05581618e-06,7.69568867e-06,9.82066764e-04
4,3,80,46,1,0,0,1.21515293e-01,1.45979245e+00,3.15083665e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.53652699e-03,1.31020963e-04,8.55280580e-04,3.03329763e-06,6.15775838e-06,8.11943647e-06,1.00366313e-03
4,3,80,47,1,0,0,1.21515293e-01,1.45979245e+00,2.76722713e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.53269090e-03,1.33306380e-04,8.73984074e-04,3.09924026e-06,6.25931293e-06,8.55694695e-06,1.02525817e-03
4,3,80,48,1,0,0,1.21515293e-01,1.45979245e+00,2.41900279e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.52920865e-03,1.35580033e-04,8.92685280e-04,3.16518286e-06,6.36049097e-06,9.00841785e-06,1.04685276e-03
4,3,80,49,1,0,0,1.21515293e-01,1.45979245e+00,2.10414567e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.52606008e-03,1.37842396e-04,9.11384337e-04,3.23112544e-06,6.46130305e-06,9.47404798e-06,1.06844773e-03
4,3,80,50,1,0,0,1.21515293e-01,1.45979245e+00,1.82064715e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.52322510e-03,1.40093907e-04,9.30081375e-04,3.29706798e-06,6.56175921e-06,9.95403717e-06,1.09004385e-03
4,3,80,51,1,0,0,1.21515293e-01,1.45979245e+00,1.56651577e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.52068378e-03,1.42334977e-04,9.48776515e-04,3.36301051e-06,6.66186900e-06,1.04485863e-05,1.11164187e-03
4,3,80,52,1,0,0,1.21515293e-01,1.45979245e+00,1.33978465e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.51841647e-03,1.44565989e-04,9.67469865e-04,3.42895301e-06,6.76164150e-06,1.09578975e-05,1.13324249e-03
4,3,80,53,1,0,0,1.21515293e-01,1.45979245e+00,1.13851867e-05,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.51640381e-03,1.46787301e-04,9.86161528e-04,3.49489550e-06,6.86108538e-06,1.14821736e-05,1.15484638e-03
4,3,80,54,1,0,0,1.21515293e-01,1.45979245e+00,9.60821224e-06,1.49043155e-03,8.49974444e-06,0.00000000e+00,1.51462684e-03,1.48999248e-04,1.00485160e-03,3.56083796e-06,6.96020892e-06,1.20216190e-05,1.17645419e-03
