type,tanb,mHc,mA,stable,unitary,perturb,gam_t_Hcb,gam_t_tot,gam_Hc_WA,gam_Hc_taunu,gam_Hc_cs,gam_Hc_tb,gam_Hc_tot,gam_A_bb,gam_A_tautau,gam_A_mumu,gam_A_cc,gam_A_gg,gam_A_tot
1,2,80,10,1,0,0,2.73409410e-01,1.61194627e+00,5.10221039e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,5.72719601e-04,3.18846417e-05,4.84208798e-06,1.83131177e-08,4.57662606e-06,5.80129399e-07,4.19367615e-05
1,2,80,11,1,0,0,2.73409410e-01,1.61194627e+00,4.89497192e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,5.51995755e-04,5.47593955e-05,5.39268920e-06,2.01452104e-08,4.89717662e-06,5.50423117e-07,6.56571102e-05
1,2,80,12,1,0,0,2.73409410e-01,1.61194627e+00,4.68679157e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,5.31177719e-04,7.02767560e-05,5.93742966e-06,2.19772411e-08,5.20802890e-06,6.18477185e-07,8.21022431e-05
1,2,80,13,1,0,0,2.73409410e-01,1.61194627e+00,4.47883700e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,5.10382262e-04,8.28246422e-05,6.47778809e-06,2.38092242e-08,5.51096231e-06,7.34975014e-07,9.56140274e-05
1,2,80,14,1,0,0,2.73409410e-01,1.61194627e+00,4.27210877e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,4.89709440e-04,9.36878551e-05,7.01477723e-06,2.56411697e-08,5.80725118e-06,8.85591086e-07,1.07465230e-04
1,2,80,15,1,0,0,2.73409410e-01,1.61194627e+00,4.06746640e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,4.69245203e-04,1.03451722e-04,7.54911611e-06,2.74730853e-08,6.09784370e-06,1.06413303e-06,1.18236658e-04
1,2,80,16,1,0,0,2.73409410e-01,1.61194627e+00,3.86564889e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,4.49063451e-04,1.12438249e-04,8.08133045e-06,2.93049765e-08,6.38346797e-06,1.26747801e-06,1.28248450e-04
1,2,80,17,1,0,0,2.73409410e-01,1.61194627e+00,3.66729117e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,4.29227679e-04,1.20845030e-04,8.61181415e-06,3.11368477e-08,6.66469784e-06,1.49393753e-06,1.37697483e-04
1,2,80,18,1,0,0,2.73409410e-01,1.61194627e+00,3.47293753e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,4.09792315e-04,1.28802431e-04,9.14086854e-06,3.29687021e-08,6.94199566e-06,1.74258422e-06,1.46713962e-04
1,2,80,19,1,0,0,2.73409410e-01,1.61194627e+00,3.28305261e-04,4.14008763e-05,1.91244250e-05,0.00000000e+00,3.90803824e-04,1.36401068e-04,9.66872823e-06,3.48005425e-08,7.21574097e-06,2.01293118e-06,1.55388634e-04
