type,tanb,mHc,mA,stable,unitary,perturb,gam_t_Hcb,gam_t_tot,gam_Hc_WA,gam_Hc_taunu,gam_Hc_cs,gam_Hc_tb,gam_Hc_tot,gam_A_bb,gam_A_tautau,gam_A_mumu,gam_A_cc,gam_A_gg,gam_A_tot
2,7,80,10,1,0,0,3.86617205e-02,1.37676929e+00,5.10221039e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.83720206e-03,6.40276705e-03,9.49049245e-04,3.58937108e-06,3.73602128e-07,3.66779523e-04,7.72987031e-03
2,7,80,11,1,0,0,3.86617205e-02,1.37676929e+00,4.89497192e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.81647821e-03,1.09854251e-02,1.05696708e-03,3.94846125e-06,3.99769520e-07,3.66263917e-04,1.24207784e-02
2,7,80,12,1,0,0,3.86617205e-02,1.37676929e+00,4.68679157e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.79566018e-03,1.40868289e-02,1.16373621e-03,4.30753927e-06,4.25145216e-07,3.65131924e-04,1.56286566e-02
2,7,80,13,1,0,0,3.86617205e-02,1.37676929e+00,4.47883700e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.77486472e-03,1.65904932e-02,1.26964647e-03,4.66660794e-06,4.49874474e-07,3.63692681e-04,1.82376207e-02
2,7,80,14,1,0,0,3.86617205e-02,1.37676929e+00,4.27210877e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.75419190e-03,1.87553167e-02,1.37489634e-03,5.02566926e-06,4.74061320e-07,3.62049147e-04,2.05068721e-02
2,7,80,15,1,0,0,3.86617205e-02,1.37676929e+00,4.06746640e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.73372766e-03,2.06992598e-02,1.47962676e-03,5.38472472e-06,4.97783160e-07,3.60255231e-04,2.25545669e-02
2,7,80,16,1,0,0,3.86617205e-02,1.37676929e+00,3.86564889e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.71354591e-03,2.24871965e-02,1.58394077e-03,5.74377540e-06,5.21099426e-07,3.58345349e-04,2.44457170e-02
2,7,80,17,1,0,0,3.86617205e-02,1.37676929e+00,3.66729117e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.69371014e-03,2.41589150e-02,1.68791557e-03,6.10282215e-06,5.44056966e-07,3.56343990e-04,2.62202128e-02
2,7,80,18,1,0,0,3.86617205e-02,1.37676929e+00,3.47293753e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.67427477e-03,2.57406483e-02,1.79161023e-03,6.46186562e-06,5.66693523e-07,3.54269719e-04,2.79043653e-02
2,7,80,19,1,0,0,3.86617205e-02,1.37676929e+00,3.28305261e-04,8.11457175e-03,3.13742046e-05,0.00000000e+00,8.65528628e-03,2.72506174e-02,1.89507073e-03,6.82090634e-06,5.89040079e-07,3.52137169e-04,2.95164566e-02
