type,tanb,mHc,mA,stable,unitary,perturb,gam_t_Hcb,gam_t_tot,gam_Hc_WA,gam_Hc_taunu,gam_Hc_cs,gam_Hc_tb,gam_Hc_tot,gam_A_bb,gam_A_tautau,gam_A_mumu,gam_A_cc,gam_A_gg,gam_A_tot
3,10,80,10,1,0,0,4.42991508e-02,1.38238727e+00,5.10221039e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,8.84223810e-04,1.30636788e-02,1.93683519e-07,7.32524710e-10,1.83065042e-07,7.41755346e-04,1.38206857e-02
3,10,80,11,1,0,0,4.42991508e-02,1.38238727e+00,4.89497192e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,8.63499963e-04,2.24139769e-02,2.15707568e-07,8.05808418e-10,1.95887065e-07,7.40345376e-04,2.31705413e-02
3,10,80,12,1,0,0,4.42991508e-02,1.38238727e+00,4.68679157e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,8.42681927e-04,2.87421236e-02,2.37497186e-07,8.79089646e-10,2.08321156e-07,7.38038136e-04,2.94973324e-02
3,10,80,13,1,0,0,4.42991508e-02,1.38238727e+00,4.47883700e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,8.21886471e-04,3.38507207e-02,2.59111524e-07,9.52368967e-10,2.20438492e-07,7.35254520e-04,3.46040833e-02
3,10,80,14,1,0,0,4.42991508e-02,1.38238727e+00,4.27210877e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,8.01213648e-04,3.82679861e-02,2.80591089e-07,1.02564679e-09,2.32290047e-07,7.32141700e-04,3.90191604e-02
3,10,80,15,1,0,0,4.42991508e-02,1.38238727e+00,4.06746640e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,7.80749411e-04,4.22345877e-02,3.01964644e-07,1.09892341e-09,2.43913748e-07,7.28780966e-04,4.29833138e-02
3,10,80,16,1,0,0,4.42991508e-02,1.38238727e+00,3.86564889e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,7.60567660e-04,4.58828851e-02,3.23253218e-07,1.17219906e-09,2.55338719e-07,7.25226778e-04,4.66289586e-02
3,10,80,17,1,0,0,4.42991508e-02,1.38238727e+00,3.66729117e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,7.40731888e-04,4.92940560e-02,3.44472566e-07,1.24547391e-09,2.66587914e-07,7.21519421e-04,5.00373137e-02
3,10,80,18,1,0,0,4.42991508e-02,1.38238727e+00,3.47293753e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,7.21296524e-04,5.25216236e-02,3.65634742e-07,1.31874809e-09,2.77679826e-07,7.17690344e-04,5.32619342e-02
3,10,80,19,1,0,0,4.42991508e-02,1.38238727e+00,3.28305261e-04,1.65603505e-06,6.16278012e-05,0.00000000e+00,7.02308032e-04,5.56027635e-02,3.86749129e-07,1.39202170e-09,2.88629639e-07,7.13764877e-04,5.63400219e-02
