type,tanb,mHc,mA,stable,unitary,perturb,gam_t_Hcb,gam_t_tot,gam_Hc_WA,gam_Hc_taunu,gam_Hc_cs,gam_Hc_tb,gam_Hc_tot,gam_A_bb,gam_A_tautau,gam_A_mumu,gam_A_cc,gam_A_gg,gam_A_tot
2,4,80,10,1,0,0,7.36700765e-02,1.41185635e+00,5.10221039e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.23370470e-03,2.09276534e-03,3.09893631e-04,1.17203954e-06,1.14415652e-06,1.24198769e-04,2.53156805e-03
2,4,80,11,1,0,0,7.36700765e-02,1.41185635e+00,4.89497192e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.21298085e-03,3.59047971e-03,3.45132109e-04,1.28929347e-06,1.22429416e-06,1.24270186e-04,4.06494101e-03
2,4,80,12,1,0,0,7.36700765e-02,1.41185635e+00,4.68679157e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.19216281e-03,4.60399120e-03,3.79995498e-04,1.40654343e-06,1.30200722e-06,1.23908678e-04,5.11329741e-03
2,4,80,13,1,0,0,7.36700765e-02,1.41185635e+00,4.47883700e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.17136736e-03,5.42211062e-03,4.14578438e-04,1.52379035e-06,1.37774058e-06,1.23351151e-04,5.96578076e-03
2,4,80,14,1,0,0,7.36700765e-02,1.41185635e+00,4.27210877e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.15069453e-03,6.12947173e-03,4.48945743e-04,1.64103486e-06,1.45181279e-06,1.22672034e-04,6.70716471e-03
2,4,80,15,1,0,0,7.36700765e-02,1.41185635e+00,4.06746640e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.13023030e-03,6.76463577e-03,4.83143431e-04,1.75827746e-06,1.52446093e-06,1.21907597e-04,7.37609325e-03
2,4,80,16,1,0,0,7.36700765e-02,1.41185635e+00,3.86564889e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.11004855e-03,7.34880984e-03,5.17205149e-04,1.87551850e-06,1.59586699e-06,1.21079365e-04,7.99382901e-03
2,4,80,17,1,0,0,7.36700765e-02,1.41185635e+00,3.66729117e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.09021277e-03,7.89500022e-03,5.51156106e-04,1.99275825e-06,1.66617446e-06,1.20201683e-04,8.57341812e-03
2,4,80,18,1,0,0,7.36700765e-02,1.41185635e+00,3.47293753e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.07077741e-03,8.41178202e-03,5.85015586e-04,2.10999694e-06,1.73549891e-06,1.19284856e-04,9.12346551e-03
2,4,80,19,1,0,0,7.36700765e-02,1.41185635e+00,3.28305261e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.05178892e-03,8.90511110e-03,6.18798607e-04,2.22723472e-06,1.80393524e-06,1.18336671e-04,9.64995005e-03
2,4,80,20,1,0,0,7.36700765e-02,1.41185635e+00,3.09803068e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.03328672e-03,9.37929136e-03,6.52517043e-04,2.34447174e-06,1.87156258e-06,1.17363224e-04,1.01571938e-02
2,4,80,21,1,0,0,7.36700765e-02,1.41185635e+00,2.91820335e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,3.01530399e-03,9.83753205e-03,6.86180416e-04,2.46170811e-06,1.93844787e-06,1.16369414e-04,1.06484206e-02
2,4,80,22,1,0,0,7.36700765e-02,1.41185635e+00,2.74384629e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.99786829e-03,1.02822882e-02,7.19796452e-04,2.57894390e-06,2.00464839e-06,1.15359253e-04,1.11260973e-02
2,4,80,23,1,0,0,7.36700765e-02,1.41185635e+00,2.57518488e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.98100214e-03,1.07154785e-02,7.53371486e-04,2.69617921e-06,2.07021367e-06,1.14336074e-04,1.15921524e-02
2,4,80,24,1,0,0,7.36700765e-02,1.41185635e+00,2.41239919e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.96472357e-03,1.11386300e-02,7.86910768e-04,2.81341408e-06,2.13518697e-06,1.13302679e-04,1.20481210e-02
2,4,80,25,1,0,0,7.36700765e-02,1.41185635e+00,2.25562833e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.94904649e-03,1.15529770e-02,8.20418682e-04,2.93064857e-06,2.19960635e-06,1.12261447e-04,1.24952444e-02
2,4,80,26,1,0,0,7.36700765e-02,1.41185635e+00,2.10497430e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.93398109e-03,1.19595313e-02,8.53898921e-04,3.04788273e-06,2.26350554e-06,1.11214409e-04,1.29345403e-02
2,4,80,27,1,0,0,7.36700765e-02,1.41185635e+00,1.96050534e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.91953419e-03,1.23591324e-02,8.87354617e-04,3.16511659e-06,2.32691466e-06,1.10163317e-04,1.33668529e-02
2,4,80,28,1,0,0,7.36700765e-02,1.41185635e+00,1.82225904e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.90570956e-03,1.27524840e-02,9.20788446e-04,3.28235018e-06,2.38986071e-06,1.09109684e-04,1.37928904e-02
2,4,80,29,1,0,0,7.36700765e-02,1.41185635e+00,1.69024503e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.89250816e-03,1.31401822e-02,9.54202705e-04,3.39958354e-06,2.45236808e-06,1.08054829e-04,1.42132524e-02
2,4,80,30,1,0,0,7.36700765e-02,1.41185635e+00,1.56444753e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.87992841e-03,1.35227361e-02,9.87599383e-04,3.51681668e-06,2.51445887e-06,1.06999903e-04,1.46284512e-02
2,4,80,31,1,0,0,7.36700765e-02,1.41185635e+00,1.44482754e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.86796641e-03,1.39005839e-02,1.02098020e-03,3.63404962e-06,2.57615321e-06,1.05945917e-04,1.50389279e-02
2,4,80,32,1,0,0,7.36700765e-02,1.41185635e+00,1.33132501e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.85661616e-03,1.42741058e-02,1.05434667e-03,3.75128239e-06,2.63746950e-06,1.04893762e-04,1.54450652e-02
2,4,80,33,1,0,0,7.36700765e-02,1.41185635e+00,1.22386067e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.84586972e-03,1.46436337e-02,1.08770011e-03,3.86851500e-06,2.69842462e-06,1.03844225e-04,1.58471969e-02
2,4,80,34,1,0,0,7.36700765e-02,1.41185635e+00,1.12233788e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.83571744e-03,1.50094590e-02,1.12104168e-03,3.98574747e-06,2.75903411e-06,1.02798006e-04,1.62456165e-02
2,4,80,35,1,0,0,7.36700765e-02,1.41185635e+00,1.02664426e-04,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.82614808e-03,1.53718391e-02,1.15437242e-03,4.10297980e-06,2.81931234e-06,1.01755726e-04,1.66405831e-02
2,4,80,36,1,0,0,7.36700765e-02,1.41185635e+00,9.36653220e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.81714898e-03,1.57310028e-02,1.18769322e-03,4.22021200e-06,2.87927259e-06,1.00717943e-04,1.70323269e-02
2,4,80,37,1,0,0,7.36700765e-02,1.41185635e+00,8.52225450e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.80870620e-03,1.60871540e-02,1.22100491e-03,4.33744410e-06,2.93892721e-06,9.96851531e-05,1.74210532e-02
2,4,80,38,1,0,0,7.36700765e-02,1.41185635e+00,7.73210270e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.80080468e-03,1.64404756e-02,1.25430822e-03,4.45467609e-06,2.99828771e-06,9.86578059e-05,1.78069460e-02
2,4,80,39,1,0,0,7.36700765e-02,1.41185635e+00,6.99446936e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.79342835e-03,1.67911320e-02,1.28760379e-03,4.57190799e-06,3.05736480e-06,9.76363055e-05,1.81901711e-02
2,4,80,40,1,0,0,7.36700765e-02,1.41185635e+00,6.30765875e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.78656024e-03,1.71392721e-02,1.32089220e-03,4.68913980e-06,3.11616853e-06,9.66210177e-05,1.85708780e-02
2,4,80,41,1,0,0,7.36700765e-02,1.41185635e+00,5.66989856e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.78018264e-03,1.74850307e-02,1.35417399e-03,4.80637153e-06,3.17470829e-06,9.56122749e-05,1.89492026e-02
2,4,80,42,1,0,0,7.36700765e-02,1.41185635e+00,5.07935113e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.77427717e-03,1.78285305e-02,1.38744964e-03,4.92360318e-06,3.23299291e-06,9.46103798e-05,1.93252684e-02
2,4,80,43,1,0,0,7.36700765e-02,1.41185635e+00,4.53412418e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.76882490e-03,1.81698837e-02,1.42071957e-03,5.04083476e-06,3.29103069e-06,9.36156094e-05,1.96991883e-02
2,4,80,44,1,0,0,7.36700765e-02,1.41185635e+00,4.03228105e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.76380647e-03,1.85091928e-02,1.45398417e-03,5.15806627e-06,3.34882946e-06,9.26282176e-05,2.00710654e-02
2,4,80,45,1,0,0,7.36700765e-02,1.41185635e+00,3.57185059e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.75920216e-03,1.88465522e-02,1.48724381e-03,5.27529772e-06,3.40639660e-06,9.16484382e-05,2.04409948e-02
2,4,80,46,1,0,0,7.36700765e-02,1.41185635e+00,3.15083665e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.75499202e-03,1.91820487e-02,1.52049881e-03,5.39252912e-06,3.46373909e-06,9.06764874e-05,2.08090639e-02
2,4,80,47,1,0,0,7.36700765e-02,1.41185635e+00,2.76722713e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.75115593e-03,1.95157625e-02,1.55374947e-03,5.50976046e-06,3.52086352e-06,8.97125656e-05,2.11753532e-02
2,4,80,48,1,0,0,7.36700765e-02,1.41185635e+00,2.41900279e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.74767368e-03,1.98477678e-02,1.58699605e-03,5.62699175e-06,3.57777617e-06,8.87568593e-05,2.15399377e-02
2,4,80,49,1,0,0,7.36700765e-02,1.41185635e+00,2.10414567e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.74452511e-03,2.01781336e-02,1.62023882e-03,5.74422300e-06,3.63448297e-06,8.78095430e-05,2.19028865e-02
2,4,80,50,1,0,0,7.36700765e-02,1.41185635e+00,1.82064715e-05,2.64965608e-03,1.44815450e-05,0.00000000e+00,2.74169013e-03,2.05069237e-02,1.65347800e-03,5.86145420e-06,3.69098956e-06,8.68707802e-05,2.22642641e-02
