type,tanb,mHc,mA,stable,unitary,perturb,gam_t_Hcb,gam_t_tot,gam_Hc_WA,gam_Hc_taunu,gam_Hc_cs,gam_Hc_tb,gam_Hc_tot,gam_A_bb,gam_A_tautau,gam_A_mumu,gam_A_cc,gam_A_gg,gam_A_tot
1,1,80,10,1,1,1,1.09363764e+00,2.43357687e+00,5.10221039e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,7.60215289e-04,1.27538567e-04,1.93683519e-05,7.32524710e-08,1.83065042e-05,2.32051760e-06,1.67747046e-04
1,1,80,11,1,1,1,1.09363764e+00,2.43357687e+00,4.89497192e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,7.39491442e-04,2.19037582e-04,2.15707568e-05,8.05808418e-08,1.95887065e-05,2.20169247e-06,2.62628441e-04
1,1,80,12,1,1,1,1.09363764e+00,2.43357687e+00,4.68679157e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,7.18673407e-04,2.81107024e-04,2.37497186e-05,8.79089646e-08,2.08321156e-05,2.47390874e-06,3.28408972e-04
1,1,80,13,1,1,1,1.09363764e+00,2.43357687e+00,4.47883700e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,6.97877950e-04,3.31298569e-04,2.59111524e-05,9.52368967e-08,2.20438492e-05,2.93990006e-06,3.82456110e-04
1,1,80,14,1,1,1,1.09363764e+00,2.43357687e+00,4.27210877e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,6.77205127e-04,3.74751420e-04,2.80591089e-05,1.02564679e-07,2.32290047e-05,3.54236434e-06,4.29860921e-04
1,1,80,15,1,1,1,1.09363764e+00,2.43357687e+00,4.06746640e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,6.56740890e-04,4.13806890e-04,3.01964644e-05,1.09892341e-07,2.43913748e-05,4.25653210e-06,4.72946631e-04
1,1,80,16,1,1,1,1.09363764e+00,2.43357687e+00,3.86564889e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,6.36559139e-04,4.49752997e-04,3.23253218e-05,1.17219906e-07,2.55338719e-05,5.06991204e-06,5.12993799e-04
1,1,80,17,1,1,1,1.09363764e+00,2.43357687e+00,3.66729117e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,6.16723367e-04,4.83380120e-04,3.44472566e-05,1.24547391e-07,2.66587914e-05,5.97575011e-06,5.50789932e-04
1,1,80,18,1,1,1,1.09363764e+00,2.43357687e+00,3.47293753e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,5.97288003e-04,5.15209723e-04,3.65634742e-05,1.31874809e-07,2.77679826e-05,6.97033690e-06,5.86855849e-04
1,1,80,19,1,1,1,1.09363764e+00,2.43357687e+00,3.28305261e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,5.78299511e-04,5.45604270e-04,3.86749129e-05,1.39202170e-07,2.88629639e-05,8.05172471e-06,6.21554534e-04
1,1,80,20,1,1,1,1.09363764e+00,2.43357687e+00,3.09803068e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,5.59797318e-04,5.74825903e-04,4.07823152e-05,1.46529484e-07,2.99450014e-05,9.21905230e-06,6.55149287e-04
1,1,80,21,1,1,1,1.09363764e+00,2.43357687e+00,2.91820335e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,5.41814585e-04,6.03070251e-04,4.28862760e-05,1.53856757e-07,3.10151660e-05,1.04721623e-05,6.87837254e-04
1,1,80,22,1,1,1,1.09363764e+00,2.43357687e+00,2.74384629e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,5.24378879e-04,6.30487092e-04,4.49872782e-05,1.61183994e-07,3.20743742e-05,1.18113717e-05,7.19769939e-04
1,1,80,23,1,1,1,1.09363764e+00,2.43357687e+00,2.57518488e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,5.07512738e-04,6.57193574e-04,4.70857179e-05,1.68511200e-07,3.31234188e-05,1.32373285e-05,7.51066334e-04
1,1,80,24,1,1,1,1.09363764e+00,2.43357687e+00,2.41239919e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,4.91234169e-04,6.83283003e-04,4.91819230e-05,1.75838380e-07,3.41629916e-05,1.47509173e-05,7.81821658e-04
1,1,80,25,1,1,1,1.09363764e+00,2.43357687e+00,2.25562833e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,4.75557083e-04,7.08830866e-04,5.12761676e-05,1.83165536e-07,3.51937016e-05,1.63531968e-05,8.12113348e-04
1,1,80,26,1,1,1,1.09363764e+00,2.43357687e+00,2.10497430e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,4.60491680e-04,7.33899080e-04,5.33686826e-05,1.90492671e-07,3.62160887e-05,1.80453563e-05,8.42005288e-04
1,1,80,27,1,1,1,1.09363764e+00,2.43357687e+00,1.96050534e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,4.46044784e-04,7.58539044e-04,5.54596636e-05,1.97819787e-07,3.72306345e-05,1.98286848e-05,8.71550850e-04
1,1,80,28,1,1,1,1.09363764e+00,2.43357687e+00,1.82225904e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,4.32220154e-04,7.82793889e-04,5.75492778e-05,2.05146886e-07,3.82377713e-05,2.17045491e-05,9.00795141e-04
1,1,80,29,1,1,1,1.09363764e+00,2.43357687e+00,1.69024503e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,4.19018753e-04,8.06700162e-04,5.96376691e-05,2.12473971e-07,3.92378893e-05,2.36743777e-05,9.29776673e-04
1,1,80,30,1,1,1,1.09363764e+00,2.43357687e+00,1.56444753e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,4.06439003e-04,8.30289095e-04,6.17249614e-05,2.19801042e-07,4.02313420e-05,2.57396482e-05,9.58528644e-04
1,1,80,31,1,1,1,1.09363764e+00,2.43357687e+00,1.44482754e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.94477004e-04,8.53587596e-04,6.38112627e-05,2.27128101e-07,4.12184514e-05,2.79018789e-05,9.87079915e-04
1,1,80,32,1,1,1,1.09363764e+00,2.43357687e+00,1.33132501e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.83126751e-04,8.76619013e-04,6.58966670e-05,2.34455150e-07,4.21995120e-05,3.01626215e-05,1.01545578e-03
1,1,80,33,1,1,1,1.09363764e+00,2.43357687e+00,1.22386067e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.72380317e-04,8.99403741e-04,6.79812569e-05,2.41782188e-07,4.31747939e-05,3.25234555e-05,1.04367858e-03
1,1,80,34,1,1,1,1.09363764e+00,2.43357687e+00,1.12233788e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.62228038e-04,9.21959700e-04,7.00651052e-05,2.49109217e-07,4.41445458e-05,3.49859846e-05,1.07176815e-03
1,1,80,35,1,1,1,1.09363764e+00,2.43357687e+00,1.02664426e-04,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.52658676e-04,9.44302729e-04,7.21482759e-05,2.56436237e-07,4.51089974e-05,3.75518332e-05,1.09974227e-03
1,1,80,36,1,1,1,1.09363764e+00,2.43357687e+00,9.36653220e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.43659572e-04,9.66446897e-04,7.42308263e-05,2.63763250e-07,4.60683614e-05,4.02226436e-05,1.12761692e-03
1,1,80,37,1,1,1,1.09363764e+00,2.43357687e+00,8.52225450e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.35216795e-04,9.88404765e-04,7.63128071e-05,2.71090256e-07,4.70228354e-05,4.30000745e-05,1.15540657e-03
1,1,80,38,1,1,1,1.09363764e+00,2.43357687e+00,7.73210270e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.27315277e-04,1.01018759e-03,7.83942636e-05,2.78417256e-07,4.79726034e-05,4.58857989e-05,1.18312440e-03
1,1,80,39,1,1,1,1.09363764e+00,2.43357687e+00,6.99446936e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.19938944e-04,1.03180552e-03,8.04752366e-05,2.85744249e-07,4.89178369e-05,4.88815032e-05,1.21078245e-03
1,1,80,40,1,1,1,1.09363764e+00,2.43357687e+00,6.30765875e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.13070838e-04,1.05326771e-03,8.25557626e-05,2.93071237e-07,4.98586965e-05,5.19888859e-05,1.23839178e-03
1,1,80,41,1,1,1,1.09363764e+00,2.43357687e+00,5.66989856e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.06693236e-04,1.07458249e-03,8.46358746e-05,3.00398220e-07,5.07953326e-05,5.52096570e-05,1.26596261e-03
1,1,80,42,1,1,1,1.09363764e+00,2.43357687e+00,5.07935113e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,3.00787761e-04,1.09575742e-03,8.67156024e-05,3.07725199e-07,5.17278865e-05,5.85455375e-05,1.29350442e-03
1,1,80,43,1,1,1,1.09363764e+00,2.43357687e+00,4.53412418e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.95335492e-04,1.11679942e-03,8.87949729e-05,3.15052172e-07,5.26564911e-05,6.19982586e-05,1.32102601e-03
1,1,80,44,1,1,1,1.09363764e+00,2.43357687e+00,4.03228105e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.90317061e-04,1.13771482e-03,9.08740107e-05,3.22379142e-07,5.35812714e-05,6.55695618e-05,1.34853561e-03
1,1,80,45,1,1,1,1.09363764e+00,2.43357687e+00,3.57185059e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.85712756e-04,1.15850945e-03,9.29527381e-05,3.29706108e-07,5.45023456e-05,6.92611981e-05,1.37604094e-03
1,1,80,46,1,1,1,1.09363764e+00,2.43357687e+00,3.15083665e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.81502617e-04,1.17918866e-03,9.50311756e-05,3.37033070e-07,5.54198254e-05,7.30749282e-05,1.40354927e-03
1,1,80,47,1,1,1,1.09363764e+00,2.43357687e+00,2.76722713e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.77666521e-04,1.19975742e-03,9.71093416e-05,3.44360029e-07,5.63338164e-05,7.70125225e-05,1.43106745e-03
1,1,80,48,1,1,1,1.09363764e+00,2.43357687e+00,2.41900279e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.74184278e-04,1.22022030e-03,9.91872533e-05,3.51686985e-07,5.72444187e-05,8.10757607e-05,1.45860196e-03
1,1,80,49,1,1,1,1.09363764e+00,2.43357687e+00,2.10414567e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.71035707e-04,1.24058156e-03,1.01264926e-04,3.59013937e-07,5.81517275e-05,8.52664318e-05,1.48615897e-03
1,1,80,50,1,1,1,1.09363764e+00,2.43357687e+00,1.82064715e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.68200722e-04,1.26084516e-03,1.03342375e-04,3.66340887e-07,5.90558329e-05,8.95863345e-05,1.51374435e-03
1,1,80,51,1,1,1,1.09363764e+00,2.43357687e+00,1.56651577e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.65659408e-04,1.28101480e-03,1.05419613e-04,3.73667835e-07,5.99568210e-05,9.40372770e-05,1.54136369e-03
1,1,80,52,1,1,1,1.09363764e+00,2.43357687e+00,1.33978465e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.63392097e-04,1.30109390e-03,1.07496652e-04,3.80994779e-07,6.08547735e-05,9.86210771e-05,1.56902236e-03
1,1,80,53,1,1,1,1.09363764e+00,2.43357687e+00,1.13851867e-05,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.61379437e-04,1.32108571e-03,1.09573503e-04,3.88321722e-07,6.17497684e-05,1.03339563e-04,1.59672551e-03
1,1,80,54,1,1,1,1.09363764e+00,2.43357687e+00,9.60821224e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.59602462e-04,1.34099323e-03,1.11650177e-04,3.95648662e-07,6.26418803e-05,1.08194571e-04,1.62447809e-03
1,1,80,55,1,1,1,1.09363764e+00,2.43357687e+00,8.04840744e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.58042657e-04,1.36081931e-03,1.13726685e-04,4.02975601e-07,6.35311801e-05,1.13187950e-04,1.65228486e-03
1,1,80,56,1,1,1,1.09363764e+00,2.43357687e+00,6.68776829e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.56682018e-04,1.38056661e-03,1.15803033e-04,4.10302537e-07,6.44177359e-05,1.18321557e-04,1.68015044e-03
1,1,80,57,1,1,1,1.09363764e+00,2.43357687e+00,5.50886043e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.55503110e-04,1.40023764e-03,1.17879232e-04,4.17629471e-07,6.53016128e-05,1.23597261e-04,1.70807927e-03
1,1,80,58,1,1,1,1.09363764e+00,2.43357687e+00,4.49487333e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.54489123e-04,1.41983478e-03,1.19955289e-04,4.24956404e-07,6.61828730e-05,1.29016942e-04,1.73607570e-03
1,1,80,59,1,1,1,1.09363764e+00,2.43357687e+00,3.62967085e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.53623921e-04,1.43936026e-03,1.22031210e-04,4.32283335e-07,6.70615765e-05,1.34582488e-04,1.76414392e-03
1,1,80,60,1,1,1,1.09363764e+00,2.43357687e+00,2.89783767e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.52892088e-04,1.45881619e-03,1.24107004e-04,4.39610264e-07,6.79377804e-05,1.40295803e-04,1.79228801e-03
1,1,80,61,1,1,1,1.09363764e+00,2.43357687e+00,2.28472156e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.52278972e-04,1.47820460e-03,1.26182676e-04,4.46937192e-07,6.88115398e-05,1.46158798e-04,1.82051197e-03
1,1,80,62,1,1,1,1.09363764e+00,2.43357687e+00,1.77647121e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.51770721e-04,1.49752736e-03,1.28258232e-04,4.54264119e-07,6.96829077e-05,1.52173398e-04,1.84881968e-03
1,1,80,63,1,1,1,1.09363764e+00,2.43357687e+00,1.36006936e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.51354319e-04,1.51678630e-03,1.30333677e-04,4.61591044e-07,7.05519348e-05,1.58341540e-04,1.87721495e-03
1,1,80,64,1,1,1,1.09363764e+00,2.43357687e+00,1.02336092e-06,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.51017611e-04,1.53598312e-03,1.32409017e-04,4.68917967e-07,7.14186702e-05,1.64665172e-04,1.90570150e-03
1,1,80,65,1,1,1,1.09363764e+00,2.43357687e+00,7.55075793e-07,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50749326e-04,1.55511947e-03,1.34484257e-04,4.76244890e-07,7.22831609e-05,1.71146256e-04,1.93428299e-03
1,1,80,66,1,1,1,1.09363764e+00,2.43357687e+00,5.44846096e-07,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50539096e-04,1.57419688e-03,1.36559402e-04,4.83571811e-07,7.31454523e-05,1.77786766e-04,1.96296300e-03
1,1,80,67,1,1,1,1.09363764e+00,2.43357687e+00,3.83217290e-07,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50377467e-04,1.59321686e-03,1.38634454e-04,4.90898731e-07,7.40055882e-05,1.84588688e-04,1.99174505e-03
1,1,80,68,1,1,1,1.09363764e+00,2.43357687e+00,2.61652964e-07,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50255903e-04,1.61218081e-03,1.40709420e-04,4.98225651e-07,7.48636108e-05,1.91554025e-04,2.02063262e-03
1,1,80,69,1,1,1,1.09363764e+00,2.43357687e+00,1.72532747e-07,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50166783e-04,1.63109009e-03,1.42784302e-04,5.05552569e-07,7.57195608e-05,1.98684790e-04,2.04962912e-03
1,1,80,70,1,1,1,1.09363764e+00,2.43357687e+00,1.09142910e-07,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50103393e-04,1.64994598e-03,1.44859104e-04,5.12879486e-07,7.65734777e-05,2.05983012e-04,2.07873792e-03
1,1,80,71,1,1,1,1.09363764e+00,2.43357687e+00,6.56591685e-08,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50059909e-04,1.66874974e-03,1.46933829e-04,5.20206402e-07,7.74253994e-05,2.13450734e-04,2.10796235e-03
1,1,80,72,1,1,1,1.09363764e+00,2.43357687e+00,3.71211215e-08,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50031371e-04,1.68750253e-03,1.49008481e-04,5.27533317e-07,7.82753626e-05,2.21090014e-04,2.13730571e-03
1,1,80,73,1,1,1,1.09363764e+00,2.43357687e+00,1.93977714e-08,1.65603505e-04,7.64977000e-05,0.00000000e+00,2.50013648e-04,1.70620551e-03,1.51083062e-04,5.34860231e-07,7.91234029e-05,2.28902925e-04,2.16677124e-03
