type,tanb,mHc,mA,stable,unitary,perturb,gam_t_Hcb,gam_t_tot,gam_Hc_WA,gam_Hc_taunu,gam_Hc_cs,gam_Hc_tb,gam_Hc_tot,gam_A_bb,gam_A_tautau,gam_A_mumu,gam_A_cc,gam_A_gg,gam_A_tot
4,7,80,10,1,0,0,2.23191355e-02,1.36042670e+00,5.10221039e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.65522504e-03,2.60282790e-06,9.49049245e-04,3.58937108e-06,3.73602128e-07,4.73575020e-08,9.55675419e-04
4,7,80,11,1,0,0,2.23191355e-02,1.36042670e+00,4.89497192e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.63450119e-03,4.47015473e-06,1.05696708e-03,3.94846125e-06,3.99769520e-07,4.49324993e-08,1.06584378e-03
4,7,80,12,1,0,0,2.23191355e-02,1.36042670e+00,4.68679157e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.61368316e-03,5.73687804e-06,1.16373621e-03,4.30753927e-06,4.25145216e-07,5.04879334e-08,1.17427001e-03
4,7,80,13,1,0,0,2.23191355e-02,1.36042670e+00,4.47883700e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.59288770e-03,6.76119528e-06,1.26964647e-03,4.66660794e-06,4.49874474e-07,5.99979603e-08,1.28159822e-03
4,7,80,14,1,0,0,2.23191355e-02,1.36042670e+00,4.27210877e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.57221488e-03,7.64798817e-06,1.37489634e-03,5.02566926e-06,4.74061320e-07,7.22931499e-08,1.38813074e-03
4,7,80,15,1,0,0,2.23191355e-02,1.36042670e+00,4.06746640e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.55175064e-03,8.44503856e-06,1.47962676e-03,5.38472472e-06,4.97783160e-07,8.68680021e-08,1.49405584e-03
4,7,80,16,1,0,0,2.23191355e-02,1.36042670e+00,3.86564889e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.53156889e-03,9.17863259e-06,1.58394077e-03,5.74377540e-06,5.21099426e-07,1.03467593e-07,1.59950266e-03
4,7,80,17,1,0,0,2.23191355e-02,1.36042670e+00,3.66729117e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.51173312e-03,9.86490042e-06,1.68791557e-03,6.10282215e-06,5.44056966e-07,1.21954084e-07,1.70456446e-03
4,7,80,18,1,0,0,2.23191355e-02,1.36042670e+00,3.47293753e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.49229775e-03,1.05144841e-05,1.79161023e-03,6.46186562e-06,5.66693523e-07,1.42251773e-07,1.80931089e-03
4,7,80,19,1,0,0,2.23191355e-02,1.36042670e+00,3.28305261e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.47330926e-03,1.11347810e-05,1.89507073e-03,6.82090634e-06,5.89040079e-07,1.64320913e-07,1.91379534e-03
4,7,80,20,1,0,0,2.23191355e-02,1.36042670e+00,3.09803068e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.45480707e-03,1.17311409e-05,1.99833345e-03,7.17994471e-06,6.11122477e-07,1.88143924e-07,2.01805953e-03
4,7,80,21,1,0,0,2.23191355e-02,1.36042670e+00,2.91820335e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.43682433e-03,1.23075561e-05,2.10142753e-03,7.53898107e-06,6.32962571e-07,2.13717597e-07,2.12213663e-03
4,7,80,22,1,0,0,2.23191355e-02,1.36042670e+00,2.74384629e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.41938863e-03,1.28670835e-05,2.20437663e-03,7.89801570e-06,6.54579065e-07,2.41048403e-07,2.22605339e-03
4,7,80,23,1,0,0,2.23191355e-02,1.36042670e+00,2.57518488e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.40252249e-03,1.34121138e-05,2.30720018e-03,8.25704882e-06,6.75988138e-07,2.70149561e-07,2.32983164e-03
4,7,80,24,1,0,0,2.23191355e-02,1.36042670e+00,2.41239919e-04,8.11457175e-03,1.56117755e-06,0.00000000e+00,8.38624392e-03,1.39445511e-05,2.40991423e-03,8.61608062e-06,6.97203910e-07,3.01039128e-07,2.43348939e-03
