# mHc, mA, xsec
70, 15, 32.16835667626473
70, 16, 31.400128030343055
70, 17, 30.820131201929705
70, 18, 30.35313289709897
70, 19, 29.9526402572794
70, 20, 29.588025767894475
70, 21, 29.237972878600868
70, 22, 28.886890659133147
70, 23, 28.522839715292648
70, 24, 28.136283236889803
70, 25, 27.719311378455416
70, 26, 27.265157180145152
70, 27, 26.76789713866801
70, 28, 26.222279654544312
70, 29, 25.623647821626356
70, 30, 24.96793325851482
70, 31, 24.25171172897081
70, 32, 23.472309749418667
70, 33, 22.62795624573493
70, 34, 21.717970266197092
70, 35, 20.74297520316226
70, 36, 19.705123714002013
70, 37, 18.60831402575175
70, 38, 17.458372499942932
70, 39, 16.263173296965544
70, 40, 15.032662763824659
70, 41, 13.778759946319118
70, 42, 12.515109644283948
70, 43, 11.256678381422415
70, 44, 10.019202110750614
70, 45, 8.81851417389526
70, 46, 7.669804282739446
70, 47, 6.586873442913559
70, 48, 5.581457879903667
70, 49, 4.66268819363107
70, 50, 3.8367365024801394
70, 51, 3.1066778937736976
70, 52, 2.4725670688011725
70, 53, 1.9317046746600561
70, 54, 1.4790492974569442
70, 55, 1.1077217970452784
70, 56, 0.8095473919358781
70, 57, 0.5755879268629025
70, 58, 0.3966277079713024
70, 59, 0.263589101154551
70, 60, 0.16786608137461656
70, 61, 0.10157373207369182
70, 62, 0.0577184868933542
70, 63, 0.030297893966716692
70, 64, 0.014340207171170466
70, 65, 0.005893761852413134
71, 15, 32.081573724864754
71, 16, 31.334536172573937
71, 17, 30.7766670199099
71, 18, 30.333274851335542
71, 19, 29.95826440678613
71, 20, 29.621327916154115
71, 21, 29.301422176742136
71, 22, 28.98319875876378
71, 23, 28.654935416624063
71, 24, 28.307286896224895
71, 25, 27.932504504224553
71, 26, 27.523942853694837
71, 27, 27.07574795375372
71, 28, 26.582669344705504
71, 29, 26.039962576009646
71, 30, 25.443360038596634
71, 31, 24.789100318334444
71, 32, 24.074007063581483
71, 33, 23.295613620473667
71, 34, 22.452326594719725
71, 35, 21.54362307173622
71, 36, 20.570270553865058
71, 37, 19.53455500775469
71, 38, 18.440498553282396
71, 39, 17.294040610502957
71, 40, 16.103153542090666
71, 41, 14.877862064211122
71, 42, 13.630136269157465
71, 43, 12.373637179461667
71, 44, 11.123305816786747
71, 45, 9.894805422840998
71, 46, 8.703848018105178
71, 47, 7.565455453878614
71, 48, 6.493222249078336
71, 49, 5.498650875563514
71, 50, 4.590626471647973
71, 51, 3.775080568146477
71, 52, 3.054868757477866
71, 53, 2.429861273391725
71, 54, 1.8972188966203247
71, 55, 1.4518102253755178
71, 56, 1.0867162726262223
71, 57, 0.7937689194894043
71, 58, 0.5640764066040146
71, 59, 0.38850057425697426
71, 60, 0.25806313302167166
71, 61, 0.16427006376407896
71, 62, 0.09935285294088811
71, 63, 0.05643171319327298
71, 64, 0.029609797404730714
71, 65, 0.014008701843906634
71, 66, 0.0057551786170316754
72, 15, 31.964980393230928
72, 16, 31.237951584559767
72, 17, 30.70072302364574
72, 18, 30.279185953461603
72, 19, 29.927665430304256
72, 20, 29.616186867512525
72, 21, 29.323990542843845
72, 22, 29.035980397401897
72, 23, 28.740663719480022
72, 24, 28.428904524166388
72, 25, 28.093140448104474
72, 26, 27.72688362904219
72, 27, 27.32439894729735
72, 28, 26.88050290744217
72, 29, 26.390449537648433
72, 30, 25.849880602310304
72, 31, 25.254831621657253
72, 32, 24.601784275445358
72, 33, 23.887763393200057
72, 34, 23.110473281884765
72, 35, 22.26847126679519
72, 36, 21.361370994143932
72, 37, 20.39006609234247
72, 38, 19.356960990772563
72, 39, 18.266188045979746
72, 40, 17.123786406353695
72, 41, 15.937814074618407
72, 42, 14.718360845631576
72, 43, 13.477434557547657
72, 44, 12.228698997719517
72, 45, 10.987056290812237
72, 46, 9.768084830596965
72, 47, 8.587364085734858
72, 48, 7.4597395882648065
72, 49, 6.398593220969206
72, 50, 5.415190803361304
72, 51, 4.518172407206121
72, 52, 3.7132320119374334
72, 53, 3.00301163189932
72, 54, 2.387204403864722
72, 55, 1.862839822633254
