# mHc, mA, xsec
70, 15, 80.55458513299916
70, 16, 76.68769555861412
70, 17, 73.29336403808479
70, 18, 70.1715600254853
70, 19, 67.20491995760418
70, 20, 64.32238249070933
70, 21, 61.48066347845102
70, 22, 58.654097435088204
70, 23, 55.82871774723346
70, 24, 52.99862578206882
70, 25, 50.16364971747007
70, 26, 47.32776458377087
70, 27, 44.49796807288707
70, 28, 41.683441643657986
70, 29, 38.89489338584997
70, 30, 36.14401577249024
70, 31, 33.44302566305102
70, 32, 30.804261160730032
70, 33, 28.239824611789093
70, 34, 25.76126761160929
70, 35, 23.37931296030242
70, 36, 21.103617875915592
70, 37, 18.94257799500219
70, 38, 16.903174281282766
70, 39, 14.99086497535154
70, 40, 13.209521192459786
70, 41, 11.561407279822381
70, 42, 10.047201974865851
70, 43, 8.666057601771769
70, 44, 7.415693340369734
70, 45, 6.292515990865346
70, 46, 5.291763635174209
70, 47, 4.407665249820922
70, 48, 3.6336108541197265
70, 49, 2.9623261829381353
70, 50, 2.3860470325077894
70, 51, 1.896688512172688
70, 52, 1.4860059049482042
70, 53, 1.145743898594807
70, 54, 0.8677722042092476
70, 55, 0.6442061351878805
70, 56, 0.46751122383586746
70, 57, 0.33059162798312247
70, 58, 0.2268623333125278
70, 59, 0.15030552704598787
70, 60, 0.09551158688018702
70, 61, 0.05770529305408466
70, 62, 0.032757773549750006
70, 63, 0.017184643867057186
70, 64, 0.008130660756789549
70, 65, 0.0033410243082013587
71, 15, 83.66066698013672
71, 16, 79.7710038406407
71, 17, 76.3701154645366
71, 18, 73.25070147010577
71, 19, 70.29062842680588
71, 20, 67.41545381164232
71, 21, 64.57934436767128
71, 22, 61.75462300065723
71, 23, 58.92568486210759
71, 24, 56.08527956187259
71, 25, 53.23211983756713
71, 26, 50.369279084603754
71, 27, 47.503057858430346
71, 28, 44.64214268347425
71, 29, 41.79695118085576
71, 30, 38.97909290910042
71, 31, 36.20090972158079
71, 32, 33.475070004787604
71, 33, 30.814206313729905
71, 34, 28.230586827208036
71, 35, 25.735822428053396
71, 36, 23.340607081053086
71, 37, 21.054496499948918
71, 38, 18.8857250124793
71, 39, 16.841066137657002
71, 40, 14.92573521203819
71, 41, 13.143337018525552
71, 42, 11.495855872945153
71, 43, 9.983686197385621
71, 44, 8.605700660234302
71, 45, 7.359350133690245
71, 46, 6.240791029452664
71, 47, 5.2450333130683395
71, 48, 4.366103994527635
71, 49, 3.597219106415263
71, 50, 2.9309596832531453
71, 51, 2.3594458646247456
71, 52, 1.8745052811096736
71, 53, 1.46783214968918
71, 54, 1.1311341697367374
71, 55, 0.8562654533099394
71, 56, 0.635344021707454
71, 57, 0.46085327062061904
71, 58, 0.32572717633410575
71, 59, 0.2234193810340331
71, 60, 0.14795658835985598
71, 61, 0.09397681862852397
71, 62, 0.056753137832286006
71, 63, 0.0322034342812404
71, 64, 0.016886739285227104
71, 65, 0.00798642178926489
71, 66, 0.0032804295029448473
72, 15, 86.7054202600489
72, 16, 82.79930675586542
72, 17, 79.39829499120319
72, 18, 76.28801176036679
72, 19, 73.34166921797741
72, 20, 70.48150841021544
72, 21, 67.65917621107748
72, 22, 64.8449822556292
72, 23, 62.021658576916415
72, 24, 59.180552807262536
72, 25, 56.31919208796075
72, 26, 53.439657598033044
72, 27, 50.54744305065692
72, 28, 47.650615420061364
72, 29, 44.75916468490473
72, 30, 41.884469927761764
72, 31, 39.03884578374158
72, 32, 36.23513956782766
72, 33, 33.48636529912055
72, 34, 30.80537035624246
72, 35, 28.20452931952022
72, 36, 25.695468111136673
72, 37, 23.28881888588949
72, 38, 20.99401149628733
72, 39, 18.819102917063667
72, 40, 16.770648437209985
72, 41, 14.853615436336439
72, 42, 13.071341012422854
72, 43, 11.425531436238279
72, 44, 9.916302170408882
72, 45, 8.542253107509714
72, 46, 7.300575948244569
72, 47, 6.1871865519032765
72, 48, 5.196877732127823
72, 49, 4.3234854713697235
72, 50, 3.560063008109805
72, 51, 2.8990573881591706
72, 52, 2.3324832183522366
72, 53, 1.8520901473077234
72, 54, 1.4495198124903388
72, 55, 1.1164505595909406
72, 56, 0.8447274737026443
72, 57, 0.6264768900439368
72, 58, 0.45420470690779013
72, 59, 0.320878468790848
72, 60, 0.21999340281320828
72, 61, 0.14562293261052917
72, 62, 0.09245429562876266
72, 63, 0.05580989121390888
72, 64, 0.031654999097504515
72, 65, 0.01659237051600784
72, 66, 0.007844060676641841
72, 67, 0.003220689528952534
73, 15, 89.67931398851069
73, 16, 85.76274657067839
73, 17, 82.3676712572626
73, 18, 79.2728605842108
73, 19, 76.34700633072981
73, 20, 73.50911483304968
73, 21, 70.7083565710752
73, 22, 67.91304353365098
73, 23, 65.10423334543576
73, 24, 62.271838447473286
73, 25, 59.41214394751541
73, 26, 56.52616142194976
73, 27, 53.61848162640257
73, 28, 50.696437140172236
73, 29, 47.769459156784336
73, 30, 44.84855454811242
73, 31, 41.9458590865635
73, 32, 39.074242402259806
73, 33, 36.2469449945722
73, 34, 33.477243305468924
73, 35, 30.778136295260794
73, 36, 28.16205720658746
73, 37, 25.640610720798016
73, 38, 23.224340494846665
73, 39, 20.922531906612303
73, 40, 18.743051281911054
73, 41, 16.69222807329719
73, 42, 14.774778281549517
73, 43, 12.993771385117839
73, 44, 11.350639310918234
73, 45, 9.845223991495054
73, 46, 8.47586061432104
73, 47, 7.23949059262195
73, 48, 6.131799666550029
73, 49, 5.147374179447751
73, 50, 4.279870187437471
73, 51, 3.5221889933804484
73, 52, 2.866654094154595
73, 53, 2.305184664180084
73, 54, 1.829461307438986
73, 55, 1.431081472846143
73, 56, 1.1017014246629413
73, 57, 0.8331635600906926
73, 58, 0.6176078775713675
73, 59, 0.44756723286796307
73, 60, 0.3160462964627534
73, 61, 0.21658465533085725
73, 62, 0.14330453861117667
73, 63, 0.090943880682393
73, 64, 0.05487539647266376
73, 65, 0.031112336793575623
73, 66, 0.0163014464712371
73, 67, 0.007703523790831693
73, 68, 0.003161778038252347
74, 15, 92.5734568790278
74, 16, 88.65206497312178
74, 17, 85.2685695739265
74, 18, 82.19512741263694
74, 19, 79.29606014175623
74, 20, 76.48723548530991
74, 21, 73.7154064011692
74, 22, 70.94691638368305
74, 23, 68.16115354929836
74, 24, 65.3465765623204
74, 25, 62.498187442332494
74, 26, 59.61586661201156
74, 27, 56.70321847637065
74, 28, 53.76673882727872
74, 29, 50.8151805201147
74, 30, 47.85904146654796
74, 31, 44.910131707636985
74, 32, 41.98118684628632
74, 33, 39.08551461054495
74, 34, 36.23666143189214
74, 35, 33.448099011448214
74, 36, 30.732927464801826
74, 37, 28.103599161960446
74, 38, 25.571668550263155
74, 39, 23.147569486012006
74, 40, 20.840426647374127
74, 41, 18.657906227706412
74, 42, 16.606106317147272
74, 43, 14.689489504011572
74, 44, 12.910859489838707
74, 45, 11.27137775157244
74, 46, 9.7706194054101
74, 47, 8.406662793648236
74, 48, 7.176208747059729
74, 49, 6.074722995433021
74, 50, 5.09659628652312
74, 51, 4.2353156076237575
74, 52, 3.4836409956818946
74, 53, 2.8337828026977863
74, 54, 2.277574232710679
74, 55, 1.8066358929983422
74, 56, 1.4125289268071215
74, 57, 1.0868945772281948
74, 58, 0.8215786274242303
74, 59, 0.6087398970134658
74, 60, 0.440942410422662
74, 61, 0.31123136656650474
74, 62, 0.21319335210834212
74, 63, 0.14100136832829385
74, 64, 0.08944543471684145
74, 65, 0.0539495001297273
74, 66, 0.030575319938665614
74, 67, 0.016013879653758976
74, 68, 0.007564759868297499
74, 69, 0.0031036698676686248
75, 15, 95.37965796678398
75, 16, 91.45866892699358
75, 17, 88.09194490604774
75, 18, 85.04528252945035
75, 19, 82.17879723190423
75, 20, 79.40532674088455
75, 21, 76.66927833729842
75, 22, 73.93507040893546
75, 23, 71.18044056249728
75, 24, 68.39238984521802
75, 25, 65.5646127284812
75, 26, 62.695811202718915
75, 27, 59.788535824696034
75, 28, 56.848357143898944
75, 29, 53.883241674575395
75, 30, 50.9030537816222
75, 31, 47.919135968369716
75, 32, 44.94393832484778
75, 33, 41.99067489670156
75, 34, 39.07299922513076
75, 35, 36.204694331083715
75, 36, 33.39937285499191
75, 37, 30.670194254320585
75, 38, 28.029598956045042
75, 39, 25.489066658815997
75, 40, 23.05890325710816
75, 41, 20.74806112310252
75, 42, 18.56399836405488
75, 43, 16.512577424520654
75, 44, 14.598007643872693
75, 45, 12.822829074380644
75, 46, 11.187938038975789
