# mHc, mA, xsec
70, 15, 20.019419681562503
70, 16, 19.599978355422547
70, 17, 19.301204252727008
70, 18, 19.077172471264948
70, 19, 18.89960657082548
70, 20, 18.749965606328875
70, 21, 18.615410089003735
70, 22, 18.486588433980767
70, 23, 18.356347360797283
70, 24, 18.218945459405575
70, 25, 18.069552077768257
70, 26, 17.90392005570922
70, 27, 17.718165743382535
70, 28, 17.508621724190004
70, 29, 17.27174121412583
70, 30, 17.004041345564374
70, 31, 16.702081506519658
70, 32, 16.362473197125592
70, 33, 15.981923830068919
70, 34, 15.557315537873462
70, 35, 15.085823586760807
70, 36, 14.565076434357096
70, 37, 13.993358346082651
70, 38, 13.369853079150152
70, 39, 12.694918756447954
70, 40, 11.970378507316136
70, 41, 11.199800288237935
70, 42, 10.388728958026286
70, 43, 9.544825736735495
70, 44, 8.677866305335817
70, 45, 7.799553848464265
70, 46, 6.9231205431667995
70, 47, 6.0627184057313865
70, 48, 5.232638028122945
70, 49, 4.446429910600584
70, 50, 3.716031616475994
70, 51, 3.0510129462709465
70, 52, 2.458036550479847
70, 53, 1.9405969283557922
70, 54, 1.4990532963280134
70, 55, 1.1309250830865016
70, 56, 0.8313840121272167
70, 57, 0.5938595122170719
70, 58, 0.4106750550041993
70, 59, 0.2736476546042157
70, 60, 0.17460419001766128
70, 61, 0.10579041502060561
70, 62, 0.060167089916826066
70, 63, 0.0316004662627737
70, 64, 0.014961471630631938
70, 65, 0.00615013123396333
71, 15, 19.873581579743824
71, 16, 19.46461990769157
71, 17, 19.176097557104445
71, 18, 18.9625821152665
71, 19, 18.79614263876308
71, 20, 18.65850759128496
71, 21, 18.5370670721894
71, 22, 18.422679364804736
71, 23, 18.30839283021884
71, 24, 18.188666111456957
71, 25, 18.058870398436248
71, 26, 17.91496307521782
71, 27, 17.75326667340538
71, 28, 17.570317764293858
71, 29, 17.362765385407766
71, 30, 17.127304927583754
71, 31, 16.860643422922234
71, 32, 16.559492075824537
71, 33, 16.2205876712677
71, 34, 15.840743737006406
71, 35, 15.41693613010434
71, 36, 14.94642595976752
71, 37, 14.426923041227742
71, 38, 13.85679153819573
71, 39, 13.235294844624553
71, 40, 12.562870850603492
71, 41, 11.841421412849446
71, 42, 11.074589003432378
71, 43, 10.267983598879436
71, 44, 9.429315311666421
71, 45, 8.568383439469455
71, 46, 7.696880855064488
71, 47, 6.827986812072125
71, 48, 5.975753026074325
71, 49, 5.154321703116215
71, 50, 4.377052733389542
71, 51, 3.655662896805784
71, 52, 2.9994879017899656
71, 53, 2.4149629535068895
71, 54, 1.90538084445041
71, 55, 1.4709406283075286
71, 56, 1.1090530814591095
71, 57, 0.8148363149306697
71, 58, 0.5817184923272009
