# mHc, mA, xsec
70, 15, 54.31985658281997
70, 16, 51.37893596178879
70, 17, 48.541986033563354
70, 18, 45.78811664443118
70, 19, 43.10704572006909
70, 20, 40.494676567309845
70, 21, 37.950580656840785
70, 22, 35.47648376086284
70, 23, 33.07532061077773
70, 24, 30.750621994714702
70, 25, 28.506109345181404
70, 26, 26.345421458428067
70, 27, 24.271927007408888
70, 28, 22.288598798380015
70, 29, 20.397928256191904
70, 30, 18.601871680803672
70, 31, 16.901818794445415
70, 32, 15.298579172768818
70, 33, 13.792381701656572
70, 34, 12.382886017674872
70, 35, 11.069201659934183
70, 36, 9.849915018328709
70, 37, 8.723121712967904
70, 38, 7.686463766202914
70, 39, 6.737170186397793
70, 40, 5.872100051403635
70, 41, 5.087787994855083
70, 42, 4.380490097956816
70, 43, 3.746230908438481
70, 44, 3.180850100279012
70, 45, 2.6800485117698303
70, 46, 2.23943319088994
70, 47, 1.8545609820005742
70, 48, 1.5209802317537737
70, 49, 1.234270406389167
70, 50, 0.9900793512226023
70, 51, 0.7841579486760163
70, 52, 0.6123919914706725
70, 53, 0.4708312304782362
70, 54, 0.35571529283823095
70, 55, 0.26349655409326517
70, 56, 0.19085975496919627
70, 57, 0.1347383302811474
70, 58, 0.09232735138724332
70, 59, 0.06109299125250758
70, 60, 0.03877841728870968
70, 61, 0.02340598735784383
70, 62, 0.013275611542639948
70, 63, 0.006959117285512018
70, 64, 0.0032904233891654948
70, 65, 0.0013513011428041904
71, 15, 57.51930369021629
71, 16, 54.470571734649056
71, 17, 51.529387093090996
71, 18, 48.67323379329709
71, 19, 45.89081668767692
71, 20, 43.177411610939274
71, 21, 40.5322181417983
71, 22, 37.956767629247956
71, 23, 35.45392811169027
71, 24, 33.027258064440005
71, 25, 30.68057848152708
71, 26, 28.41768220454907
71, 27, 26.242134291932093
71, 28, 24.157135679680053
71, 29, 22.165429466808877
71, 30, 20.2692401858461
71, 31, 18.470235808873785
71, 32, 16.769509117420753
71, 33, 15.167571985592577
71, 34, 13.664362359037172
71, 35, 12.25925966532368
71, 36, 10.951108095883347
71, 37, 9.738245943981317
71, 38, 8.618539990460295
71, 39, 7.589423735257866
71, 40, 6.647938570145274
71, 41, 5.790777711017224
71, 42, 5.014330716877407
71, 43, 4.314729852303074
71, 44, 3.687895909513828
71, 45, 3.1295841308856884
71, 46, 2.6354291536443335
71, 47, 2.200988894742397
71, 48, 1.8217867103913525
71, 49, 1.493351706115604
71, 50, 1.211256876595694
71, 51, 0.9711548090624613
71, 52, 0.7688108057975569
71, 53, 0.6001332467919054
71, 54, 0.46120107902495117
71, 55, 0.3482883222757572
71, 56, 0.2578855063297662
71, 57, 0.18671796846920127
71, 58, 0.1317609324817594
71, 59, 0.09025129812819548
71, 60, 0.05969607097393758
71, 61, 0.03787732323302502
71, 62, 0.022853590045063862
71, 63, 0.01295757015532149
71, 64, 0.006789971217788594
71, 65, 0.003209322617705517
71, 66, 0.0013175421223310566
72, 15, 60.82146371667475
72, 16, 57.663780170528796
72, 17, 54.617489690684906
72, 18, 51.65836525878448
72, 19, 48.774032911065916
72, 20, 45.95908719054133
72, 21, 43.212311916599184
72, 22, 40.535006200478556
72, 23, 37.929938856900144
72, 24, 35.40066842267725
72, 25, 32.95109150614921
72, 26, 30.585135043930833
72, 27, 28.306543594631744
72, 28, 26.118732810207533
72, 29, 24.024687127611333
72, 30, 22.026891753036047
72, 31, 20.127288374962507
72, 32, 18.32725102406116
72, 33, 16.62757498731443
72, 34, 15.028479745203807
72, 35, 13.529619740113214
72, 36, 12.130104270083136
72, 37, 10.828523304761376
72, 38, 9.622979258583156
72, 39, 8.51112242698688
72, 40, 7.490190310986236
72, 41, 6.557049305297453
72, 42, 5.70823842912058
72, 43, 4.940014017751694
72, 44, 4.248395212695386
72, 45, 3.629209227682004
72, 46, 3.078136252048741
72, 47, 2.5907533665428497
72, 48, 2.162577087024242
72, 49, 1.7891042321057038
72, 50, 1.4658508194762605
72, 51, 1.18838871541402
72, 52, 0.9523798331861394
72, 53, 0.7536077992125174
72, 54, 0.5880067728928992
72, 55, 0.4516875216168608
72, 56, 0.3409605053951604
72, 57, 0.2523559679866695
72, 58, 0.18264096412431632
72, 59, 0.12883325258913267
72, 60, 0.08821200059168535
72, 61, 0.05832522117823809
72, 62, 0.03699386923330362
72, 63, 0.022312488748693432
72, 64, 0.012646297974575917
72, 65, 0.006624560615575021
72, 66, 0.003130075082804352
72, 67, 0.0012845794018106474
73, 15, 64.22499956823903
73, 16, 60.95721869785052
73, 17, 57.804978829777326
73, 18, 54.74225330220479
73, 19, 51.75551890135437
73, 20, 48.83863395808419
73, 21, 45.98991779208204
73, 22, 43.21039703358057
73, 23, 40.50270641517024
73, 24, 37.870374297078065
73, 25, 35.31734682378341
73, 26, 32.84766266700493
73, 27, 30.465227263357693
73, 28, 28.173655471971998
73, 29, 25.976160800121168
73, 30, 23.87547995210024
73, 31, 21.873822167781146
73, 32, 19.9728390053095
73, 33, 18.173608623048857
73, 34, 16.476633422432805
73, 35, 14.881846878264092
73, 36, 13.388629484725293
73, 37, 11.995831189245132
73, 38, 10.701799799601808
73, 39, 9.504414077170537
73, 40, 8.401120351543089
73, 41, 7.38897264108264
73, 42, 6.4646743846884025
73, 43, 5.624622145707863
73, 44, 4.864950240111884
73, 45, 4.181575125728093
73, 46, 3.5702401820281864
73, 47, 3.0265595793547244
73, 48, 2.5460610048031693
73, 49, 2.124226965359361
73, 50, 1.7565343340224457
73, 51, 1.4384918252179397
73, 52, 1.1656752116876676
73, 53, 0.9337600662121934
73, 54, 0.7385519508494172
73, 55, 0.5760138174482834
73, 56, 0.4422906628873577
73, 57, 0.33373127998463586
73, 58, 0.24690704901454907
73, 59, 0.1786277547978149
73, 60, 0.12595435678674885
73, 61, 0.08620865549917439
73, 62, 0.05697980359534591
73, 63, 0.03612758311495846
73, 64, 0.021782358270415428
73, 65, 0.0123415879607605
73, 66, 0.006462765053800832
73, 67, 0.0030526183444668973
73, 68, 0.0012523850755271073
74, 15, 67.72836260518612
74, 16, 64.34930338678438
74, 17, 61.09027596668919
74, 18, 57.92335908842362
74, 19, 54.83380642538118
74, 20, 51.814678170334496
74, 21, 48.86378028666528
74, 22, 45.98182188776996
74, 23, 43.171266572317876
74, 24, 40.43557917676909
74, 25, 37.778726870663206
74, 26, 35.20483558580527
74, 27, 32.71795048386455
74, 28, 30.321868153035446
74, 29, 28.020016990546143
74, 30, 25.815374129298682
74, 31, 23.71040814410858
74, 32, 21.70704326110049
74, 33, 19.806637763438914
74, 34, 18.009977367788938
74, 35, 16.317277250073904
74, 36, 14.728194054679644
74, 37, 13.241844582740326
74, 38, 11.85683111300559
74, 39, 10.571271405091286
74, 40, 9.382832916175973
74, 41, 8.28877063894627
74, 42, 7.285967175018211
74, 43, 6.370974996658334
74, 44, 5.54005972599483
74, 45, 4.789244202005086
